Sl/No,Date,Time,AQI_PM10,AQI_PM2_5,Battery_Percentage,CO2_ppm,CO_ppb,Humidity_Percent,NO2_ppb,O3_ppb,Overall_AQI,PM10_ugm3,PM2_5_ugm3,Rain_Detected,SO2_ppb,Temperature_C
28,,,47,79,100,254.80731,330.45618,53,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,34.4
29,,,47,79,100,256.93143,334.04272,53,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,34.3
30,,,47,79,100,256.39703,333.13956,53,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,34.1
31,,,47,79,100,256.39703,333.13956,54,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,34
32,,,47,79,100,255.86488,332.24072,54,3.06684,5.1114,79,51.11396,25.55698,No,7.66709,33.9
33,,,47,79,100,256.93143,334.04272,54,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,33.9
34,,,47,79,100,256.39703,333.13956,52,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,34.5
35,,,47,79,100,256.93143,334.04272,52,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,34.6
36,,,47,80,100,258.5484,336.7789,52,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,34.5
37,,,47,80,100,258.5484,336.7789,52,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,34.3
38,,,47,80,100,258.5484,336.7789,53,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,34.2
39,,,48,80,100,259.09201,337.69995,53,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,34.1
40,,,48,80,100,260.73694,340.49054,53,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,34
41,,,48,80,100,259.63794,338.62555,53,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,33.9
42,,,48,81,100,262.40335,343.32294,53,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.9
43,,,48,80,100,260.73694,340.49054,53,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,33.9
44,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.8
45,,,48,80,100,260.73694,340.49054,54,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,33.8
46,,,48,80,100,261.84546,342.37408,54,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,33.8
47,,,48,80,100,260.18625,339.55573,54,3.13436,5.22393,80,52.23935,26.11967,No,7.8359,33.7
48,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.7
49,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.7
50,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.7
51,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.7
52,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.7
53,,,48,80,100,261.84546,342.37408,54,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,33.7
54,,,49,81,100,262.96368,344.27658,54,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,33.7
55,,,48,80,100,261.84546,342.37408,54,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,33.7
56,,,49,81,100,262.96368,344.27658,54,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,33.7
57,,,49,81,100,262.96368,344.27658,54,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,33.7
58,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.7
59,,,48,80,100,261.84546,342.37408,54,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,33.7
60,,,49,81,100,265.22971,348.13925,54,3.21359,5.35599,81,53.55989,26.77994,No,8.03398,33.8
61,,,49,81,100,264.09174,346.19821,54,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,33.8
62,,,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,33.8
63,,,49,81,100,263.52649,345.23499,54,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,33.8
64,,,49,81,100,262.96368,344.27658,54,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,33.8
65,,,49,82,100,265.80249,349.11722,54,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,33.7
66,,,49,81,100,262.96368,344.27658,54,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,33.7
67,,,49,81,100,265.22971,348.13925,54,3.21359,5.35599,81,53.55989,26.77994,No,8.03398,33.7
68,,,49,81,100,262.96368,344.27658,54,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,33.7
69,,,49,81,100,265.22971,348.13925,55,3.21359,5.35599,81,53.55989,26.77994,No,8.03398,33.7
70,,,49,82,100,265.80249,349.11722,55,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,33.7
71,,,49,81,100,264.09174,346.19821,55,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,33.8
72,,,49,81,100,264.09174,346.19821,55,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,33.8
73,,,49,82,100,265.80249,349.11722,54,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,33.9
74,,,49,81,100,264.09174,346.19821,54,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,33.9
75,,,49,82,100,265.80249,349.11722,54,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,33.9
76,,,49,82,100,265.80249,349.11722,54,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,33.9
77,,,49,81,100,263.52649,345.23499,54,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,33.9
78,,,49,82,100,265.80249,349.11722,55,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,33.7
79,,,49,82,100,265.80249,349.11722,55,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,33.5
80,,,49,82,100,266.37781,350.1001,56,3.23169,5.38616,82,53.86155,26.93078,No,8.07923,33.4
81,,,49,81,100,264.65945,347.16623,56,3.20461,5.34102,81,53.41019,26.7051,No,8.01153,33.2
82,,,-1,82,100,268.70486,354.08231,56,3.26845,5.44742,82,54.4742,27.2371,No,8.17113,33.1
83,,,-1,82,100,267.53613,352.08099,57,3.24998,5.41663,82,54.16631,27.08315,No,8.12495,33
84,,,-1,82,100,267.53613,352.08099,57,3.24998,5.41663,82,54.16631,27.08315,No,8.12495,32.9
85,,,49,82,100,265.80249,349.11722,57,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,32.8
86,,,-1,83,100,269.88409,356.10422,57,3.28712,5.47853,83,54.78527,27.39263,No,8.21779,32.8
87,,,-1,82,100,268.70486,354.08231,58,3.26845,5.44742,82,54.4742,27.2371,No,8.17113,32.7
88,,,51,83,100,271.67303,359.1767,58,3.31548,5.5258,83,55.25795,27.62898,No,8.28869,32.6
89,,,49,81,100,264.09174,346.19821,59,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,32.6
90,,,-1,83,100,270.47769,357.12308,58,3.29652,5.4942,83,54.94201,27.47101,No,8.2413,32.6
91,,,-1,83,100,269.88409,356.10422,59,3.28712,5.47853,83,54.78527,27.39263,No,8.21779,32.5
92,,,-1,83,100,269.88409,356.10422,59,3.28712,5.47853,83,54.78527,27.39263,No,8.21779,32.4
93,,,-1,83,100,269.88409,356.10422,59,3.28712,5.47853,83,54.78527,27.39263,No,8.21779,32.4
94,,,51,83,100,272.87927,361.25174,59,3.33463,5.55772,83,55.57719,27.7886,No,8.33658,32.4
95,,,-1,82,100,268.70486,354.08231,59,3.26845,5.44742,82,54.4742,27.2371,No,8.17113,32.3
96,,,-1,83,100,270.47769,357.12308,59,3.29652,5.4942,83,54.94201,27.47101,No,8.2413,32.3
97,,,-1,82,100,268.1192,353.0791,59,3.25919,5.43199,82,54.31986,27.15993,No,8.14798,32.3
98,,,51,83,100,271.07401,358.14719,59,3.30597,5.50996,83,55.09957,27.54978,No,8.26493,32.2
99,,,-1,83,100,269.88409,356.10422,59,3.28712,5.47853,83,54.78527,27.39263,No,8.21779,32.2
100,,,-1,82,100,268.70486,354.08231,59,3.26845,5.44742,82,54.4742,27.2371,No,8.17113,32.2
101,,,-1,82,100,269.29315,355.09067,59,3.27776,5.46293,82,54.62933,27.31467,No,8.1944,32.2
102,,,-1,83,100,270.47769,357.12308,59,3.29652,5.4942,83,54.94201,27.47101,No,8.2413,32.2
103,,,-1,82,100,268.1192,353.0791,59,3.25919,5.43199,82,54.31986,27.15993,No,8.14798,32.1
104,,,-1,82,100,268.70486,354.08231,59,3.26845,5.44742,82,54.4742,27.2371,No,8.17113,32.1
105,,,-1,82,100,268.70486,354.08231,59,3.26845,5.44742,82,54.4742,27.2371,No,8.17113,32.1
106,,,51,83,100,271.07401,358.14719,59,3.30597,5.50996,83,55.09957,27.54978,No,8.26493,32.1
107,,,51,83,100,271.67303,359.1767,59,3.31548,5.5258,83,55.25795,27.62898,No,8.28869,32.1
108,,,-1,83,100,270.47769,357.12308,59,3.29652,5.4942,83,54.94201,27.47101,No,8.2413,32.1
109,,,-1,83,100,269.88409,356.10422,59,3.28712,5.47853,83,54.78527,27.39263,No,8.21779,32.1
110,,,-1,82,100,268.70486,354.08231,59,3.26845,5.44742,82,54.4742,27.2371,No,8.17113,32.1
111,,,51,83,100,271.67303,359.1767,59,3.31548,5.5258,83,55.25795,27.62898,No,8.28869,32.1
112,,,-1,83,100,270.47769,357.12308,58,3.29652,5.4942,83,54.94201,27.47101,No,8.2413,32.1
113,,,-1,83,100,270.47769,357.12308,58,3.29652,5.4942,83,54.94201,27.47101,No,8.2413,32.1
114,,,38,69,100,217.93791,269.67987,63,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,32.5
115,,,38,69,100,217.93791,269.67987,62,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,32.5
116,,,38,69,100,219.09744,271.54712,62,2.50659,4.17765,69,41.77648,20.88824,No,6.26647,32.4
117,,,38,69,100,219.48668,272.17459,62,2.51238,4.1873,69,41.87301,20.93651,No,6.28095,32.4
118,,,39,70,100,221.85127,275.99359,62,2.54763,4.24605,70,42.46055,21.23028,No,6.36908,32.4
119,,,39,70,100,221.85127,275.99359,62,2.54763,4.24605,70,42.46055,21.23028,No,6.36908,32.4
120,,,39,70,100,223.0527,277.93866,62,2.56559,4.27598,70,42.7598,21.3799,No,6.41397,32.4
121,,,40,71,100,225.08418,281.23477,62,2.59601,4.32669,71,43.26689,21.63344,No,6.49003,32.4
122,,,39,70,100,223.0527,277.93866,62,2.56559,4.27598,70,42.7598,21.3799,No,6.41397,32.4
123,,,40,71,100,225.08418,281.23477,63,2.59601,4.32669,71,43.26689,21.63344,No,6.49003,32.4
124,,,40,71,100,225.08418,281.23477,63,2.59601,4.32669,71,43.26689,21.63344,No,6.49003,32.4
125,,,40,71,100,227.15291,284.60052,62,2.62708,4.37847,71,43.78469,21.89235,No,6.5677,32.4
126,,,38,69,100,219.87727,272.80457,63,2.5182,4.19699,69,41.96994,20.98497,No,6.29549,32.4
127,,,40,71,100,226.73611,283.92166,63,2.62082,4.36803,71,43.68026,21.84013,No,6.55204,32.4
128,,,40,71,100,227.15291,284.60052,62,2.62708,4.37847,71,43.78469,21.89235,No,6.5677,32.4
129,,,41,72,100,230.11389,289.43393,63,2.6717,4.45283,72,44.5283,22.26415,No,6.67924,32.4
130,,,41,72,100,229.26004,288.03821,63,2.65881,4.43136,72,44.31357,22.15678,No,6.64704,32.4
131,,,41,72,100,229.68617,288.73459,63,2.66524,4.44207,72,44.4207,22.21035,No,6.66311,32.4
132,,,41,72,100,229.68617,288.73459,63,2.66524,4.44207,72,44.4207,22.21035,No,6.66311,32.5
133,,,41,72,100,230.97412,290.84167,62,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32.5
134,,,41,72,100,230.54321,290.13629,62,2.67818,4.46363,72,44.63635,22.31818,No,6.69545,32.5
135,2025-02-17,20:39:49,42,73,100,234.92651,297.32974,62,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,32.4
136,2025-02-17,20:40:22,41,72,100,230.97412,290.84167,63,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32.4
137,2025-02-17,20:40:54,41,72,100,231.40671,291.55017,63,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,32.5
138,2025-02-17,20:41:26,41,72,100,232.27667,292.9762,62,2.7044,4.50733,72,45.07327,22.53663,No,6.76099,32.5
139,2025-02-17,20:41:58,42,73,100,235.37407,298.06653,62,2.75138,4.58564,73,45.85639,22.92819,No,6.87846,32.4
140,2025-02-17,20:42:29,42,73,100,233.59406,295.13873,62,2.72436,4.5406,73,45.40596,22.70298,No,6.81089,32.4
141,2025-02-17,20:43:00,42,73,100,235.82335,298.80655,62,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,32.4
142,2025-02-17,20:43:33,42,73,100,234.92651,297.32974,62,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,32.4
143,2025-02-17,20:44:05,42,74,100,236.7271,300.29645,62,2.77197,4.61995,74,46.19946,23.09973,No,6.92992,32.4
144,2025-02-17,20:44:38,42,73,100,235.82335,298.80655,62,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,32.4
145,2025-02-17,20:47:26,42,74,100,237.63786,301.79962,62,2.78584,4.64307,74,46.43071,23.21536,No,6.96461,32.3
146,2025-02-17,20:48:00,43,74,100,238.0959,302.55624,62,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,32.3
147,2025-02-17,20:48:32,43,74,100,238.0959,302.55624,62,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,32.3
148,2025-02-17,20:49:03,43,74,100,238.55571,303.31625,62,2.79984,4.6664,74,46.66404,23.33202,No,6.99961,32.3
149,2025-02-17,20:49:35,43,74,100,238.55571,303.31625,62,2.79984,4.6664,74,46.66404,23.33202,No,6.99961,32.3
150,2025-02-17,20:50:07,43,74,100,239.48073,304.8465,62,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,32.3
151,2025-02-17,20:50:39,43,75,100,240.41301,306.39059,62,2.82822,4.7137,75,47.13701,23.56851,No,7.07055,32.3
152,2025-02-17,20:51:13,43,74,100,239.48073,304.8465,62,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,32.3
153,2025-02-17,20:51:45,43,74,100,239.48073,304.8465,62,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,32.3
154,2025-02-17,20:52:16,44,75,100,242.29976,309.52094,62,2.85712,4.76186,75,47.61861,23.8093,No,7.14279,32.3
155,2025-02-17,21:23:56,41,72,100,230.97412,290.84167,64,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,31.6
156,2025-02-17,21:24:30,41,73,100,232.71413,293.69394,64,2.71102,4.51837,73,45.18368,22.59184,No,6.77755,31.7
157,2025-02-17,21:25:02,41,73,100,232.71413,293.69394,64,2.71102,4.51837,73,45.18368,22.59184,No,6.77755,31.7
158,2025-02-17,21:25:34,42,73,100,234.92651,297.32974,63,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,31.8
159,2025-02-17,21:26:06,41,73,100,232.71413,293.69394,63,2.71102,4.51837,73,45.18368,22.59184,No,6.77755,31.8
160,2025-02-17,21:26:38,42,73,100,234.92651,297.32974,63,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,31.9
161,2025-02-17,21:27:09,42,73,100,235.82335,298.80655,63,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,31.9
162,2025-02-17,21:27:43,42,73,100,235.37407,298.06653,63,2.75138,4.58564,73,45.85639,22.92819,No,6.87846,31.9
163,2025-02-17,21:28:14,43,74,100,239.0173,304.07965,62,2.80689,4.67815,74,46.78149,23.39074,No,7.01722,31.9
164,2025-02-17,21:28:46,43,74,100,238.0959,302.55624,63,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,32
165,2025-02-17,21:29:19,43,74,100,238.0959,302.55624,63,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,32
166,2025-02-17,21:29:51,43,74,100,238.0959,302.55624,63,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,32
167,2025-02-17,21:30:22,43,75,100,240.88193,307.16788,62,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,32.1
168,2025-02-17,21:30:57,43,74,100,239.0173,304.07965,62,2.80689,4.67815,74,46.78149,23.39074,No,7.01722,32.1
169,2025-02-17,21:31:31,43,75,100,241.35266,307.94867,62,2.8426,4.73767,75,47.37672,23.68836,No,7.10651,32.1
170,2025-02-17,21:32:03,43,75,100,240.88193,307.16788,62,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,32.1
171,2025-02-17,21:32:35,44,75,100,242.29976,309.52094,62,2.85712,4.76186,75,47.61861,23.8093,No,7.14279,32.2
172,2025-02-17,21:33:07,43,75,100,240.88193,307.16788,62,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,32.2
173,2025-02-17,21:33:38,44,75,100,242.77614,310.3125,62,2.86442,4.77404,75,47.74038,23.87019,No,7.16106,32.2
174,2025-02-17,21:34:12,44,76,100,244.21667,312.70889,62,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,32.2
175,2025-02-17,21:34:43,44,76,100,244.21667,312.70889,62,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,32.2
176,2025-02-17,21:35:15,44,76,100,244.70073,313.51508,62,2.89399,4.82331,76,48.23309,24.11654,No,7.23496,32.2
177,2025-02-17,21:35:47,44,76,100,245.67462,315.13855,61,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32.3
178,2025-02-17,21:36:19,44,76,100,245.18669,314.32492,61,2.90146,4.83577,76,48.35768,24.17884,No,7.25365,32.3
179,2025-02-17,21:36:50,44,76,100,244.70073,313.51508,62,2.89399,4.82331,76,48.23309,24.11654,No,7.23496,32.3
180,2025-02-17,21:37:24,44,76,100,245.67462,315.13855,62,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32.3
181,2025-02-17,21:37:55,44,76,100,245.67462,315.13855,62,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32.3
182,2025-02-17,21:38:27,45,76,100,246.16454,315.95596,62,2.91652,4.86086,76,48.60861,24.30431,No,7.29129,32.3
183,2025-02-17,21:40:23,44,76,100,245.67462,315.13855,62,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32.4
184,2025-02-17,22:26:56,43,75,100,240.88193,307.16788,66,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,30.6
185,2025-02-17,22:27:34,44,75,100,242.29976,309.52094,66,2.85712,4.76186,75,47.61861,23.8093,No,7.14279,30.6
186,2025-02-17,22:28:09,43,74,100,239.48073,304.8465,66,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,30.6
187,2025-02-17,22:28:45,44,75,100,243.25439,311.1076,66,2.87176,4.78627,75,47.86271,23.93136,No,7.17941,30.6
188,2025-02-17,22:29:20,44,75,100,243.25439,311.1076,66,2.87176,4.78627,75,47.86271,23.93136,No,7.17941,30.7
189,2025-02-17,22:29:56,44,76,100,244.21667,312.70889,66,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,30.7
190,2025-02-17,22:30:32,44,76,100,244.21667,312.70889,66,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,30.7
191,2025-02-18,10:18:44,29,59,100,178.94958,208.70723,65,1.92653,3.21088,59,32.10881,16.0544,No,4.81632,30.7
192,2025-02-18,10:19:21,29,59,100,180.00314,210.30643,65,1.94129,3.23548,59,32.35484,16.17742,No,4.85322,30.7
193,2025-02-18,10:19:58,30,60,100,182.14618,213.56801,65,1.9714,3.28566,60,32.85662,16.42831,No,4.92849,30.8
194,2025-02-18,10:21:14,31,61,100,189.17001,224.33836,63,2.07082,3.45136,61,34.5136,17.2568,No,5.17704,30.9
195,2025-02-18,10:21:52,31,61,100,188.87907,223.88982,63,2.06668,3.44446,61,34.44459,17.22229,No,5.16669,30.9
196,2025-02-18,10:22:28,32,61,100,189.46182,224.78845,63,2.07497,3.45828,61,34.58284,17.29142,No,5.18743,31
197,2025-02-18,10:23:03,32,62,100,191.52908,227.98302,63,2.10446,3.50743,62,35.07431,17.53716,No,5.26115,31
198,2025-02-18,10:23:39,32,62,100,191.52908,227.98302,63,2.10446,3.50743,62,35.07431,17.53716,No,5.26115,31.1
199,2025-02-18,10:24:14,32,62,100,193.64047,231.25648,62,2.13468,3.55779,62,35.57792,17.78896,No,5.33669,31.1
200,2025-02-18,10:24:52,33,63,100,195.79749,234.61176,63,2.16565,3.60941,63,36.09412,18.04706,No,5.41412,31.1
201,2025-02-18,10:25:27,33,63,100,197.05116,236.56699,62,2.1837,3.63949,63,36.39492,18.19746,No,5.45924,31.1
202,2025-02-18,10:26:03,33,63,100,196.42239,235.58588,63,2.17464,3.6244,63,36.24398,18.12199,No,5.4366,31.1
203,2025-02-18,10:26:39,34,64,100,198.64041,239.05095,62,2.20662,3.67771,64,36.77707,18.38853,No,5.51656,31.2
204,2025-02-18,10:27:15,34,64,100,198.64041,239.05095,62,2.20662,3.67771,64,36.77707,18.38853,No,5.51656,31.2
205,2025-02-18,10:27:52,34,64,100,201.23589,243.12048,62,2.24419,3.74031,64,37.40315,18.70157,No,5.61047,31.2
206,2025-02-18,10:28:29,35,65,100,203.8985,247.31165,62,2.28288,3.80479,65,38.04795,19.02397,No,5.70719,31.3
207,2025-02-18,10:29:04,35,65,100,204.23618,247.84438,63,2.28779,3.81299,65,38.12991,19.06495,No,5.71949,31.3
208,2025-02-18,10:29:40,37,67,100,212.31816,260.67267,63,2.40621,4.01035,67,40.10349,20.05174,No,6.01552,31.4
209,2025-02-18,10:30:16,35,66,100,206.28558,251.08313,62,2.31769,3.86282,66,38.62818,19.31409,No,5.79423,31.4
210,2025-02-18,10:30:53,35,66,100,206.97772,252.17914,62,2.32781,3.87968,66,38.79679,19.3984,No,5.81952,31.4
211,2025-02-18,10:31:30,35,65,100,203.22641,246.25217,62,2.2731,3.78849,65,37.88495,18.94247,No,5.68274,31.5
212,2025-02-18,10:32:06,37,67,100,212.31816,260.67267,61,2.40621,4.01035,67,40.10349,20.05174,No,6.01552,31.5
213,2025-02-18,10:32:51,37,67,100,212.68388,261.25665,61,2.4116,4.01933,67,40.19333,20.09667,No,6.029,31.6
214,2025-02-18,10:33:29,37,68,100,213.41907,262.43155,61,2.42245,4.03741,68,40.37409,20.18704,No,6.05611,31.6
215,2025-02-18,10:34:05,37,68,100,214.53127,264.21133,61,2.43887,4.06479,68,40.6479,20.32395,No,6.09718,31.7
216,2025-02-18,10:34:42,37,68,100,214.15926,263.61572,61,2.43338,4.05563,68,40.55627,20.27813,No,6.08344,31.7
217,2025-02-18,10:35:18,38,69,100,217.93791,269.67987,61,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,31.8
218,2025-02-18,10:35:54,38,69,100,220.26929,273.43719,61,2.52404,4.20673,69,42.06726,21.03363,No,6.31009,31.8
219,2025-02-18,10:36:32,38,69,100,217.93791,269.67987,62,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,31.9
220,2025-02-18,10:37:49,38,69,100,219.09744,271.54712,61,2.50659,4.17765,69,41.77648,20.88824,No,6.26647,31.9
221,2025-02-18,10:38:27,38,69,100,219.48668,272.17459,62,2.51238,4.1873,69,41.87301,20.93651,No,6.28095,32
222,2025-02-18,10:39:03,39,70,100,221.85127,275.99359,61,2.54763,4.24605,70,42.46055,21.23028,No,6.36908,32
223,2025-02-18,10:39:39,39,70,100,222.25032,276.63928,60,2.55359,4.25599,70,42.55989,21.27995,No,6.38398,32.1
224,2025-02-18,10:40:15,39,70,100,222.65079,277.28763,60,2.55958,4.26596,70,42.65964,21.32982,No,6.39895,32.1
225,2025-02-18,10:40:50,38,69,100,219.48668,272.17459,60,2.51238,4.1873,69,41.87301,20.93651,No,6.28095,32.1
226,2025-02-18,10:41:27,40,71,100,225.90714,282.5726,60,2.60836,4.34727,71,43.47271,21.73635,No,6.52091,32.1
227,2025-02-18,10:42:04,40,71,100,225.08418,281.23477,60,2.59601,4.32669,71,43.26689,21.63344,No,6.49003,32.1
228,2025-02-18,10:42:40,40,71,100,227.15291,284.60052,60,2.62708,4.37847,71,43.78469,21.89235,No,6.5677,32.1
229,2025-02-18,10:43:16,40,71,100,228.41251,286.65436,59,2.64604,4.41007,71,44.10067,22.05033,No,6.6151,32.1
230,2025-02-18,10:43:51,41,72,100,229.26004,288.03821,59,2.65881,4.43136,72,44.31357,22.15678,No,6.64704,32
231,2025-02-18,10:44:29,40,72,100,228.83548,287.34479,59,2.65241,4.42069,72,44.20689,22.10345,No,6.63103,32
232,2025-02-18,10:45:05,39,70,100,222.25032,276.63928,59,2.55359,4.25599,70,42.55989,21.27995,No,6.38398,32
233,2025-02-18,10:45:41,41,72,100,230.97412,290.84167,59,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32
